code;name;dose
P01CC01;Nifurtimox;0,7 g O
P01CD01;Melarsoprol;60 mg P
P01CX01;Pentamidindiisetionat;0,28 g P je Injektion
P01CX02;Suraminnatrium;0,27 g P
P02BA01;Praziquantel;3 g O
P02BA02;Oxamniquin;1 g O
P02BB01;Metrifonat;40 mg O
P02CA01;Mebendazol;0,2 g O
P02CA02;Tiabendazol;3 g O
P02CA03;Albendazol;"0,4 g O; 0,8 g O "
P02CA05;Flubendazol;0,2 g O
P02CB01;Piperazin;3,5 g O als Hydrat
P02CB02;Diethylcarbamazin;0,4 g O
P02CC01;Pyrantel;0,75 g O
P02CE01;Levamisol;0,15 g O
P02CF01;Ivermectin;12 mg O
P02CX01;Pyrvinium;0,35 g O bezogen auf die Base
P02DA01;Niclosamid;2 g O
R01AA03;Ephedrin;8 mg N
R01AA04;Phenylephrin;4 mg N
R01AA05;Oxymetazolin;0,4 mg N
R01AA06;Tetryzolin;0,8 mg N
R01AA07;Xylometazolin;"0,8 mg N; 0,175 mg N Kinder DDD "
R01AA08;Naphazolin;0,4 mg N
R01AB01;Phenylephrin;0,8 ml N 
R01AB02;Naphazolin;0,8 ml N 
R01AC01;Cromoglicinsäure;40 mg N
R01AC02;Levocabastin;0,6 mg N
R01AC03;Azelastin;0,56 mg N
R01AC07;Nedocromil;10,4 mg N
R01AD01;Beclometason;0,4 mg N
R01AD04;Flunisolid;0,15 mg N
R01AD05;Budesonid;0,2 mg N
R01AD06;Betamethason;0,4 mg N
R01AD07;Tixocortol;8 mg N
R01AD08;Fluticason;0,2 mg N
R01AD09;Mometason;0,2 mg N
R01AD11;Triamcinolon;0,22 mg N
R01AD12;Fluticasonfuroat;0,11 mg N
R01AD13;Ciclesonid;0,2 mg N
R01AD28;Fluticason und Azelastin;0,2 mg N bezogen auf Fluticasonpropionat 
R01AX02;Retinol;800 E N
R01AX03;Ipratropiumbromid;0,24 mg N
R01AX06;Mupirocin;3 mg N 
R01AX26;Dexpanthenol;35 mg N flüssige Zubereitungen 
R01BA01;Phenylpropanolamin;0,1 g O
R01BA02;Pseudoephedrin;0,24 g O
R01BA03;Phenylephrin;40 mg O
R01BA51;Phenylpropanolamin, Kombinationen;0,1 g O bezogen auf Phenylpropanolamin
R01BA52;Pseudoephedrin, Kombinationen;0,24 g O bezogen auf Pseudoephedrin
R01BA58;Pseudoephedrin und Desloratadin;5 mg O bezogen auf Desloratadin 
R01BA59;Pseudoephedrin und Triprolidin;7,5 mg O bezogen auf Triprolidin 
R01BA60;Pseudoephedrin und Cetirizin;10 mg O bezogen auf Cetirizindihydrochlorid 
R02AA01;Ambazon;40 mg O
R02AA02;Dequalinium;1,5 mg O
R02AA05;Chlorhexidin;30 mg O
R02AA28;Hexetidin;30 mg O 
R02AX01;Flurbiprofen;44 mg O
R02AX03;Benzydamin;9 mg O
R03AA01;Epinephrin;"2,24 mg Inhal.aerosol; 20 mg Inhal.lösung"
R03AB02;Isoprenalin;"0,64 mg Inhal.aerosol; 10 mg Inhal.lösung"
R03AB03;Orciprenalin;6 mg Inhal.aerosol
R03AC02;Salbutamol;"0,8 mg Inhal.aerosol; 10 mg Inhal.lösung; 0,8 mg Inhal.pulver 
(aus dem Mundstück abgegebene Dosis)"
R03AC03;Terbutalin;"2 mg Inhal.aerosol/pulver bezogen auf das Terbutalinsulfat; 
20 mg Inhal.lösung"
R03AC04;Fenoterol;"0,6 mg Inhal.aerosol/pulver bezogen auf das Fenoterolhydrobromid; 
4 mg Inhal.lösung"
R03AC05;Rimiterol;1,6 mg Inhal.aerosol
R03AC06;Hexoprenalin;1,5 mg Inhal.aerosol
R03AC08;Pirbuterol;1,2 mg Inhal.aerosol
R03AC11;Tulobuterol;1,6 mg Inhal.aerosol
R03AC12;Salmeterol;0,1 mg Inhal.aerosol/pulver
R03AC13;Formoterol;24 mcg Inhal.aerosol/pulver bezogen auf das Formoterolhemifumarat
R03AC16;Procaterol;60 mcg Inhal.aerosol
R03AC18;Indacaterol;0,15 mg Inhal.pulver
R03AC19;Olodaterol;5 mcg Inhal.lösung (aus dem Mundstück abgegebene Dosis)
R03AK06;Salmeterol und Fluticason;0,1 mg Inhal.aerosol/pulver bezogen auf Salmeterol 
R03AK07;Formoterol und Budesonid;24 mcg Inhal.aerosol/pulver bezogen auf das Formoterolhemifumarat 
R03AK08;Formoterol und Beclometason;24 mcg Inhal.aerosol/pulver bezogen auf das Formoterolhemifumarat 
R03AK10;Vilanterol und Fluticasonfuroat;25 mcg Inhal.pulver bezogen auf Vilanterol 
R03AK11;Formoterol und Fluticason;24 mcg Inhal.aerosol/pulver bezogen auf das Formoterolhemifumarat 
R03AL01;Fenoterol und Ipratropiumbromid;Standarddosis: 6 DE Inhal.aerosol 
R03AL02;Salbutamol und Ipratropiumbromid;Standarddosis: 3 DE Inhal.lösung 
R03AL03;Vilanterol und Umeclidiniumbromid;Standarddosis: 1 DE Inhal.pulver 
R03AL04;Indacaterol und Glycopyrroniumbromid;Standarddosis: 1 DE Inhal.pulver 
R03AL05;Formoterol und Aclidiniumbromid;Standarddosis: 2 DE Inhal.pulver 
R03AL06;Olodaterol und Tiotropiumbromid;Standarddosis: 2 DE Inhal.lösung 
R03AL08;Vilanterol, Umeclidiniumbromid und Fluticasonfuroat;Standarddosis: 1 DE Inhal.pulver 
R03AL09;Formoterol, Glycopyrroniumbromid und Beclometason;Standarddosis: 4 DE Inhal.aerosol 
R03BA01;Beclometason;"0,8 mg Inhal.aerosol/pulver bezogen auf das Beclometasondipropionat; 
1,5 mg Inhal.lösung bezogen auf das Beclometasondipropionat; 
0,4 mg Inhal.aerosol Partikelgröße < 3,3 mcm bezogen 
auf das Beclometasondipropionat "
R03BA02;Budesonid;"0,8 mg Inhal.aerosol/pulver; 1,5 mg Inhal.lösung"
R03BA03;Flunisolid;1 mg Inhal.aerosol
R03BA05;Fluticason;"0,6 mg Inhal.aerosol/pulver bezogen auf das Fluticasonpropionat; 
1,5 mg Inhal.lösung bezogen auf das Fluticasonpropionat"
R03BA07;Mometason;0,4 mg Inhal.pulver bezogen auf das Mometasonfuroat
R03BA08;Ciclesonid;0,16 mg Inhal.aerosol
R03BB01;Ipratropiumbromid;"0,12 mg Inhal.aerosol/pulver; 0,3 mg Inhal.lösung;
1,5 mg Inhal.lösung; 0,6 mg Inhal.pulver "
R03BB02;Oxitropiumbromid;"0,6 mg Inhal.aerosol; 4 mg Inhal.lösung"
R03BB04;Tiotropiumbromid;"5 mcg Inhal.lösung bezogen auf Tiotropium (aus dem Mundstück 
abgegebene Dosis); 10 mcg Inhal.pulver bezogen auf Tiotropium 
(aus dem Mundstück abgegebene Dosis)"
R03BB05;Aclidiniumbromid;"0,644 mg Inhal.pulver bezogen auf Aclidinium
(aus dem Mundstück abgegebene Dosis)"
R03BB06;Glycopyrroniumbromid;"44 mcg Inhal.pulver bezogen auf Glycopyrronium 
(aus dem Mundstück abgegebene Dosis)"
R03BB07;Umeclidiniumbromid;"55 mcg Inhal.pulver bezogen auf Umeclidinium 
(aus dem Mundstück abgegebene Dosis)"
R03BC01;Cromoglicinsäure;"40 mg Inhal.aerosol bezogen auf das Cromoglicinsäure, Dinatriumsalz;
80 mg Inhal.lösung/pulver bezogen auf das Cromoglicinsäure, 
Dinatriumsalz"
R03BC03;Nedocromil;8 mg Inhal.aerosol
R03CA02;Ephedrin;50 mg O
R03CB01;Isoprenalin;40 mg O
R03CB02;Methoxyphenamin;0,4 g O
R03CB03;Orciprenalin**;60 mg O,P
R03CC02;Salbutamol;12 mg O,P
R03CC03;Terbutalin;"15 mg O,P; 0,25 mg P "
R03CC04;Fenoterol;10 mg O,R
R03CC05;Hexoprenalin;1,5 mg O,P
R03CC06;Isoetarin;40 mg O
R03CC07;Pirbuterol;30 mg O
R03CC08;Procaterol;0,1 mg O
R03CC09;Tretoquinol;"9 mg O; 0,2 mg P"
R03CC10;Carbuterol;6 mg O
R03CC11;Tulobuterol;4 mg O
R03CC12;Bambuterol;20 mg O
R03CC13;Clenbuterol;40 mcg O
R03DA01;Diprophyllin;1 g O,P,R
R03DA02;Cholintheophyllinat;0,6 g O,R
R03DA03;Proxyphyllin;1,2 g O,P,R
R03DA04;Theophyllin;0,4 g O,P,R
R03DA05;Aminophyllin;0,6 g O,P,R
R03DA11;Doxofyllin;0,8 g O,P
R03DA12;Mepyramintheophyllinacetat;0,6 g O
R03DC01;Zafirlukast;40 mg O
R03DC03;Montelukast;"10 mg O; 5 mg O Kinder DDD "
R03DX05;Omalizumab;16 mg P s.c.
R03DX07;Roflumilast;0,5 mg O
R03DX08;Reslizumab;7,1 mg P
R03DX09;Mepolizumab;3,6 mg P
R03DX10;Benralizumab;0,54 mg P
R05CA01;Tyloxapol;5 mg Inhal.lösung
R05CA02;Kaliumiodid;1,2 g O
R05CA03;Guaifenesin;0,9 g O,P
R05CA04;Ipecacuanha*;4 mg O Emetin
R05CA05;Eibischwurzel*;1,6 g O Wurzel
R05CA06;Senega*;3 g O Wurzel
R05CA07;Antimonpentasulfid;0,2 g O
R05CB01;Acetylcystein;"1,6 g Inhal.lösung; 0,5 g O; 0,5 g P "
R05CB02;Bromhexin;"24 mg O,P; 24 mg Inhal.lösung "
R05CB03;Carbocistein;1,5 g O
R05CB04;Eprazinon;0,2 g O
R05CB05;Mesna;1,2 g Inhal.lösung
R05CB06;Ambroxol;"0,12 g O; 75 mg Inhal.lösung,O,P,R; 40 mg O,R Kinder DDD "
R05CB13;Dornase alfa (Desoxyribonuclease);2,5 mg Inhal.lösung
R05CB15;Erdostein;0,6 g O
R05CB16;Mannitol;0,8 g Inhal.pulver
R05CP01;Thymiankraut;"6 g O Droge; 3,5 g O Fluidextrakt "
R05CP02;Efeublätter;0,3 g O Droge 
R05DA01;Ethylmorphin;50 mg O
R05DA03;Hydrocodon;"15 mg O; 15 mg P "
R05DA04;Codein;0,1 g O
R05DA07;Noscapin;0,125 g O
R05DA08;Pholcodin;50 mg O
R05DA09;Dextromethorphan;90 mg O
R05DA10;Thebacon;15 mg O
R05DA12;Acetyldihydrocodein;30 mg O
R05DA14;Dihydrocodein;40 mg O 
R05DB01;Benzonatat;0,6 g O
R05DB02;Benproperin;75 mg O
R05DB03;Clobutinol;0,12 g O,P
R05DB04;Isoaminil;0,11 g O
R05DB05;Pentoxyverin;0,1 g O,R
R05DB07;Oxolamin;0,6 g O
R05DB09;Oxeladin;80 mg O
R05DB10;Clofedanol;60 mg O
R05DB11;Pipazetat;80 mg O
R05DB12;Bibenzoniumbromid;90 mg O
R05DB13;Butamirat;25 mg O
R05DB14;Fedrilat;0,2 g O
R05DB21;Cloperastin;60 mg O bezogen auf Cloperastinhydrochlorid
R05DB27;Levodropropizin;0,12 g O
R05GA01;Doxycyclin, Kombinationen;0,1 g O,P bezogen auf Doxycyclin 
R05GA02;Tetracyclin, Kombinationen;1 g O,P bezogen auf Tetracyclin 
R05GB01;Doxycyclin mit Ambroxol;0,1 g O,P bezogen auf Doxycyclin 
R05GB02;Tetracyclin, Kombinationen;1 g O,P bezogen auf Tetracyclin 
R05GB03;Oxytetracyclin, Kombinationen;1 g O,P bezogen auf Oxytetracyclin 
R05GB04;Thiamphenicol, Kombinationen;1,5 g O,P bezogen auf Thiamphenicol 
R05GB05;Ampicillin, Kombinationen;"2 g O,P bezogen auf Ampicillin; 2,5 g O Kinder DDD bezogen auf Ampicillin "
R05GB06;Cefaclor, Kombinationen;"1 g O,P bezogen auf Cefaclor; 0,75 g O Kinder DDD bezogen auf Cefaclor "
R05GB07;Erythromycin, Kombinationen;"2 g O für Erythromycinethylsuccinat-haltige Zubereitungen; 
1 g O Kinder DDD für Erythromycinethylsuccinat-haltige Zubereitungen "
R05GB08;Metacyclin, Kombinationen;0,6 g O bezogen auf Metacyclin 
R05GB51;Doxycyclin, Kombinationen;0,1 g O,P bezogen auf Doxycyclin 
R05GC01;Sulfadiazin, Kombinationen;0,6 g O bezogen auf Sulfadiazin 
R05GC02;Sulfamethoxazol und Trimethoprim;1,6 g Sulfamethoxazol + 0,32 g Trimethoprim 
R06AA02;Diphenhydramin;"0,2 g O,R chlorid; 0,3 g O,R Teoclat"
R06AA04;Clemastin;2 mg O,P
R06AA06;Chlorphenoxamin;80 mg O,P
R06AA07;Diphenylpyralin;10 mg O
R06AA08;Carbinoxamin;16 mg O
R06AA09;Doxylamin;25 mg O
R06AB01;Brompheniramin;24 mg O
R06AB02;Dexchlorpheniramin;6 mg O,P
R06AB03;Dimetinden;"4 mg O; 4 mg P "
R06AB04;Chlorphenamin;12 mg O,P
R06AB05;Pheniramin;75 mg O
R06AC01;Mepyramin;0,2 g O,P
R06AC02;Histapyrrodin;80 mg O
R06AC03;Chloropyramin;"0,15 g O; 20 mg P"
R06AC04;Tripelennamin;0,15 g O
R06AD01;Alimemazin;30 mg O,P
R06AD02;Promethazin;25 mg O,P,R
R06AD03;Thiethylperazin;13 mg O,P,R
R06AD04;Methdilazin;16 mg O
R06AD05;Hydroxyethylpromethazin;75 mg O
R06AD06;Thiazinam;"0,9 g O; 0,3 g R"
R06AD07;Mequitazin;10 mg O
R06AD08;Oxomemazin;30 mg O
R06AE01;Buclizin;50 mg O
R06AE03;Cyclizin;"0,1 g O,P; 0,3 g R"
R06AE04;Chlorcyclizin;0,1 g O
R06AE05;Meclozin;50 mg O,R
R06AE06;Oxatomid;60 mg O
R06AE07;Cetirizin;10 mg O
R06AE09;Levocetirizin;5 mg O
R06AX01;Bamipin;0,1 g O
R06AX02;Cyproheptadin;12 mg O
R06AX05;Antazolin;0,3 g O,P
R06AX07;Triprolidin;7,5 mg O
R06AX09;Azatadin;2 mg O
R06AX11;Astemizol;10 mg O
R06AX12;Terfenadin;0,12 g O
R06AX13;Loratadin;10 mg O
R06AX15;Mebhydrolin;0,2 g O
R06AX16;Deptropin;2 mg O
R06AX17;Ketotifen;2 mg O
R06AX18;Acrivastin;24 mg O
R06AX19;Azelastin;4 mg O
R06AX22;Ebastin;10 mg O
R06AX25;Mizolastin;10 mg O
R06AX26;Fexofenadin;0,12 g O
R06AX27;Desloratadin;5 mg O
R06AX28;Rupatadin;"10 mg O; 5 mg O Kinder DDD "
R06AX29;Bilastin;20 mg O
R07AA01;Colfoscerilpalmitat;0,108 g Inhal.pulver
R07AA02;Natürliche Phospholipide*;0,16 g Instill.lösung
R07AA04;Natürliche Phospholipide aus Schweinelunge;0,16 g Instill.lösung 
R07AA05;Natürliche Phospholipide aus Rinderlunge;0,16 g Instill.lösung 
R07AB01;Doxapram;0,4 g P
R07AB02;Nikethamid;0,5 g O,P
R07AB03;Pentetrazol;0,1 g O
R07AB06;Prethcamid;0,4 g O,P
R07AB07;Almitrin;0,1 g O
R07AX02;Ivacaftor;"0,3 g O; 0,15 g O Kinder DDD "
R07AX30;Ivacaftor und Lumacaftor;"Standarddosis: 4 DE O; Standarddosis: 2 DE O Kinder DDD "
R07AX31;Ivacaftor und Tezacaftor;Standarddosis: 1 DE O 
S01AA11;Gentamicin;1,25 mg AT,AS 
S01AA24;Kanamycin;1,5 mg AT,AS 
S01AD03;Aciclovir;4,65 mg AS 
S01AE01;Ofloxacin;0,4 mg AT,AS 
S01AE03;Ciprofloxacin;0,6 mg AT 
S01AE07;Moxifloxacin;0,57 mg AT 
S01BA01;Dexamethason;"0,2 mg AT,AS; 1 DE IVT pro Behandlungszeitraum "
S01BA15;Fluocinolonacetonid;1 DE IVT pro Behandlungszeitraum 
S01BC05;Ketorolac;0,75 mg AT bezogen auf Ketorolactrometamol 
S01BC10;Nepafenac;0,15 mg AT 
S01BC11;Bromfenac;66 mcg AT 
S01EA01;Epinephrin;0,2 ml AT 
S01EA02;Dipivefrin;0,2 ml AT 
S01EA03;Apraclonidin;0,3 ml AT 
S01EA04;Clonidin;0,25 ml AT 
S01EA05;Brimonidin;0,2 ml AT 
S01EB01;Pilocarpin;"0,285  Lamelle; 40 mg Salbe; 0,4 ml AT; 0,4 g AS "
S01EB02;Carbachol;0,4 ml AT
S01EB03;Ecothiopat;0,2 ml AT
S01EB04;Demecarium;0,1 ml AT
S01EB05;Physostigmin;0,4 ml AT
S01EB06;Neostigmin;"40 mg Salbe; 0,4 ml AT"
S01EC01;Acetazolamid;0,75 g O,P
S01EC02;Diclofenamid;0,1 g O
S01EC03;Dorzolamid;0,3 ml AT
S01EC04;Brinzolamid;0,2 ml AT 
S01EC05;Methazolamid;0,2 g O
S01EC24;Brinzolamid und Brimonidin;0,2 ml AT 
S01ED01;Timolol;"0,2 g AS; 0,2 ml AT "
S01ED02;Betaxolol;0,2 ml AT 
S01ED03;Levobunolol;0,2 ml AT 
S01ED04;Metipranolol;0,2 ml AT 
S01ED05;Carteolol;0,2 ml AT 
S01ED06;Befunolol;0,2 ml AT 
S01ED07;Pindolol;0,2 ml AT 
S01ED08;Bupranolol;0,2 ml AT 
S01ED24;Metipranolol und Pilocarpin;0,3 ml AT 
S01ED61;Timolol und Latanoprost;0,1 ml AT 
S01ED62;Timolol und Bimatoprost;0,1 ml AT 
S01ED63;Timolol und Travoprost;0,1 ml AT 
S01ED66;Timolol und Dorzolamid;0,2 ml AT 
S01ED67;Timolol und Brinzolamid;0,2 ml AT 
S01ED68;Timolol und Pilocarpin;0,2 ml AT 
S01ED69;Timolol und Brimonidin;0,2 ml AT 
S01EE01;Latanoprost;0,1 ml AT 
S01EE02;Unoproston;0,2 ml AT 
S01EE03;Bimatoprost;0,1 ml AT 
S01EE04;Travoprost;0,1 ml AT 
S01EE05;Tafluprost;0,1 ml AT 
S01FA01;Atropin;1 mg AT 
S01GA02;Tetryzolin;62,5 mcg AT 
S01GX01;Cromoglicinsäure;8 mg AT 
S01GX07;Azelastin;0,1 mg AT bezogen auf Azelastinhydrochlorid 
S01KA01;Hyaluronsäure;Standarddosis: 1 DE AL 
S01KA02;Hypromellose;Standarddosis: 1 DE AL 
S01KA51;Hyaluronsäure, Kombinationen;Standarddosis: 1 DE AL 
S01KX02;Spüllösungen;Standarddosis: 1 DE AL 
S01LA03;Pegaptanib;0,024 DE IVT 
S01LA04;Ranibizumab;0,036 DE IVT 
S01LA05;Aflibercept;0,018 DE IVT 
S01XA19;Limbale Stammzellen, autolog;Standarddosis: 1 DE IVT 
S01XA20;Künstliche Tränen und andere indifferente Mittel;"Standarddosis: 0,4 ml AT; 0,4 g AS "
S01XA21;Mercaptamin;0,4 ml AT 
S01XA22;Ocriplasmin;Standarddosis: 1 DE IVT 
S01XA24;Cenegermin;0,3 ml AT 
S01XA27;Calciumdobesilat;0,5 g O 
S01XA28;Hyaluronsäure;0,4 ml AT 
S01XA43;Idebenon;0,9 g O 
S01XC01;Polyvinylalkohol;"Standarddosis: 0,4 ml AT; 0,4 g AS "
S01XC02;Povidon;"Standarddosis: 0,4 ml AT; 0,4 g AS "
S01XC05;Hypromellose;"Standarddosis: 0,4 ml AT; 0,4 g AS "
S01XC06;Hydroxyethylcellulose;"Standarddosis: 0,4 ml AT; 0,4 g AS "
S01XC07;Carbomer;"Standarddosis: 0,4 ml AT; 0,4 g AS "
S01XC08;Carmellose;"Standarddosis: 0,4 ml AT; 0,4 g AS "
S01XC10;Verschiedene;"Standarddosis: 0,4 ml AT; 0,4 g AS "
S01XC20;Kombinationen;"Standarddosis: 0,4 ml AT; 0,4 g AS "
S01XC21;Polyvinylalkohol und Dexpanthenol;Standarddosis: 0,4 ml AT, 0,4 g AS 
S01XC25;Hypromellose und Retinol;Standarddosis: 0,4 ml AT, 0,4 g AS 
S01XC51;Polyvinylalkohol, Kombinationen;"Standarddosis: 0,4 ml AT; 0,4 g AS "
S01XC55;Hypromellose, Kombinationen;"Standarddosis: 0,4 ml AT; 0,4 g AS "
S01XC56;Hydroxyethylcellulose, Kombinationen;"Standarddosis: 0,4 ml AT; 0,4 g AS "
S01XC57;Carbomer, Kombinationen;"Standarddosis: 0,4 ml AT; 0,4 g AS "
S01XC58;Carmellose, Kombinationen;"Standarddosis: 0,4 ml AT; 0,4 g AS "
S02BA08;Fluocinolonacetonid;2 EDO 
V03AB14;Protamin;Standarddosis: 1 DE P 
V03AB15;Naloxon;"Standarddosis: 1 DE N; Standarddosis: 1 DE P "
V03AB17;Methylthioniniumchlorid;0,105 g P 
V03AB27;4-Dimethylaminophenol;Standarddosis: 1 DE P 
V03AB35;Sugammadex;0,28 g P 
V03AB36;Phentolamin;Standarddosis: 1 DE P 
V03AB37;Idarucizumab;5 g P 
V03AC01;Deferoxamin;2,8 g P bezogen auf Deferoxaminmesilat 
V03AC02;Deferipron;5,25 g O 
V03AE01;Polystyrolsulfonat;45 g O
V03AE02;Sevelamer;6,4 g O
V03AE03;Lanthan(III)-carbonat;2,25 g O bezogen auf Lanthan
V03AE05;Eisen(III)oxidhydroxid-Saccharose-Stärke-Komplex;1,5 g O bezogen auf Eisen
V03AE06;Colestilan;7,5 g O 
V03AE07;Calciumacetat;6 g O
V03AE08;Eisen(III)citrat;6 g O
V03AE09;Patiromercalcium;"8,4 g O; 16,8 g O "
V03AE10;Natrium-Zirconiumcyclosilicat;7,5 g O 
V03AE16;Calciumcarbonat;4 g O 
V03AF02;Dexrazoxan;1,5 g P
V03AF03;Calciumfolinat;60 mg O,P bezogen auf Folinsäure
V03AF04;Calciumlevofolinat;30 mg O,P bezogen auf Levofolinsäure
V03AF05;Amifostin;1,7 g P
V03AF06;Natriumfolinat;"60 mg P bezogen auf Folinsäure; 60 mg O bezogen auf Folinsäure "
V03AF07;Rasburicase;14 mg P
V03AF08;Palifermin;4,2 mg P
V03AF10;Natriumlevofolinat;30 mg P bezogen auf Levofolinsäure
V03AK01;Cyanacrylsäurealkylester;Standarddosis: 1 DE T 
V03AK50;Andere Gewebekleber, Kombinationen;Standarddosis: 1 DE T 
V03AX03;Cobicistat;0,15 g O
V03AX10;Placebo;Standarddosis: 1 DE O 
V04BA01;Protein-Testzone;Standarddosis: 1 DE 
V04BA03;Blut-Testzone;Standarddosis: 1 DE 
V04BA05;pH-Testzone;Standarddosis: 1 DE 
V04BA06;Ascorbinsäure-Testzone;Standarddosis: 1 DE 
V04BA07;Schwangerschaftstest;Standarddosis: 1 DE 
V04BA08;Bilirubin-Testzone;Standarddosis: 1 DE 
V04BA09;Urobilinogen-Testzone;Standarddosis: 1 DE 
V04BA10;Dichte-Testzone;Standarddosis: 1 DE 
V04BA11;Nitrit-Testzone;Standarddosis: 1 DE 
V04BA12;Leukozyten-Testzone;Standarddosis: 1 DE 
V04BA13;CTX-Testzone;Standarddosis: 1 DE 
V04BA14;Bakterien-Testzone;Standarddosis: 1 DE 
V04BA15;Kreatin-Kinase-Testzone;Standarddosis: 1 DE 
V04BA20;Kombinationen;Standarddosis: 1 DE 
V04CA03;Glucose-Testzone, Blut;Standarddosis: 1 DE 
V04CA04;Glucose-Testzone, Urin;Standarddosis: 1 DE 
V04CA05;Keton-Testzone, Blut;Standarddosis: 1 DE 
V04CA06;Keton-Testzone, Urin;Standarddosis: 1 DE 
V04CA07;Glucose-Keton-Testzone, Urin;Standarddosis: 1 DE 
V04CA08;Glycohämoglobin-Testzone;Standarddosis: 1 DE 
V04CD01;Metyrapon;3 g O 
V04CE03;Methacetin (13C);0,14 g P 
V04CF01;Tuberkulin;Standarddosis: 1 DE 
V04CL02;Nickel-Testzone;Standarddosis: 1 DE 
V04CM02;Fertilitäts-Teststreifen;Standarddosis: 1 DE 
V04CM03;Lutropin-Testzone;Standarddosis: 1 DE 
V04CM04;FSH-Testzone;Standarddosis: 1 DE 
V04CM05;Spermientest;Standarddosis: 1 DE 
V04CM20;Kombinationen;Standarddosis: 1 DE 
V04CN01;Amfetamin-Testzone;Standarddosis: 1 DE 
V04CN02;Barbiturat-Testzone;Standarddosis: 1 DE 
V04CN03;Benzodiazepin-Testzone;Standarddosis: 1 DE 
V04CN04;Kokain-Testzone;Standarddosis: 1 DE 
V04CN05;Methadon-Testzone;Standarddosis: 1 DE 
V04CN06;Metamfetamin-Testzone;Standarddosis: 1 DE 
V04CN07;Opiat-Testzone;Standarddosis: 1 DE 
V04CN08;Tricyclische Antidepressiva-Testzone;Standarddosis: 1 DE 
V04CN09;Tetrahydrocannabinol-Testzone;Standarddosis: 1 DE 
V04CN10;Phenylcyclohexylpiperidin-Testzone;Standarddosis: 1 DE 
V04CN11;Alkohol-Testzone;Standarddosis: 1 DE 
V04CN12;Methylendioxy-methamphetamin Testzone;Standarddosis: 1 DE 
V04CN13;Buprenorphin-Testzone;Standarddosis: 1 DE 
V04CN14;Nicotin/Cotinin-Testzone;Standarddosis: 1 DE 
V04CN15;Tenamfetamin-Testzone (MDA);Standarddosis: 1 DE 
V04CN20;Kombinationen;Standarddosis: 1 DE 
V04CO01;kardiales Fettsäure-Bindungsprotein (h-FABP);Standarddosis: 1 DE 
V04CO02;N-terminal-pro BNP-Testzone;Standarddosis: 1 DE 
V04CO03;pro BNP-Testzone;Standarddosis: 1 DE 
V04CO04;CK-MB-Testzone;Standarddosis: 1 DE 
V04CO20;Kombinationen;Standarddosis: 1 DE 
V04CX01;Indocyaningrün;21 mg P 
V04CX03;Fluorescein;Standarddosis: 1 DE 
V04CX04;Harnsäure-Testzone;Standarddosis: 1 DE 
V04CX05;Tumor-Antigen-Testzone;Standarddosis: 1 DE 
V04CX08;Cholesterin-Testzone;Standarddosis: 1 DE 
V04CX09;HDL-Cholesterin-Testzone;Standarddosis: 1 DE 
V04CX12;Troponin-Testzone;Standarddosis: 1 DE 
V04CX13;Helicobacter-pylori-Test;Standarddosis: 1 DE 
V04CX14;Chlamydien-Testzone;Standarddosis: 1 DE 
V04CX15;Streptokokken-Testzone;Standarddosis: 1 DE 
V04CX16;Gonorrhoeae-neisseria-Testzone;Standarddosis: 1 DE 
V04CX17;Blut-Testzone (Stuhl);Standarddosis: 1 DE 
V04CX18;Mononucleose-Testzone;Standarddosis: 1 DE 
V04CX21;Myoglobin-Testzone;Standarddosis: 1 DE 
V04CX22;Prostata spezifische Antigen-Testzone;Standarddosis: 1 DE 
V04CX23;Gerinnungsparameter;Standarddosis: 1 DE 
V04CX24;Influenza-Testzone;Standarddosis: 1 DE 
V04CX25;Protein-C-Testzone;Standarddosis: 1 DE 
V04CX26;Vaterschaftstest mit DNA-Testzone;Standarddosis: 1 DE 
V04CX28;Treponema pallidum-Testzone;Standarddosis: 1 DE 
V04CX29;Lactat-Testzone;Standarddosis: 1 DE 
V04CX31;Triglycerid-Testzone;Standarddosis: 1 DE 
V04CX32;Aminolevulinsäure;1,4 g O 
V04CX33;Gaxilose;0,45 g O 
V04CX50;Andere Diagnostika, Kombinationen;Standarddosis: 1 DE 
V04CX51;Troponin, Kombinationen;Standarddosis: 1 DE 
V07AB01;Wasser;Standarddosis: 1 DE P 
V07AB02;Physiologische Kochsalzlösung;Standarddosis: 1 DE P 
V07AB10;Verschiedene Verdünnungslösungen;Standarddosis: 1 DE P 
V07AN50;Katheter, Kombinationen;Standarddosis: 1 DE U 
V08AA01;Amidotrizoesäure;Standarddosis: 1 DE O,P,R,U 
V08AA04;Iotalaminsäure;Standarddosis: 1 DE P,U 
V08AA05;Ioxitalaminsäure;Standarddosis: 1 DE O,R,U 
V08AA13;Iomeglaminsäure;Standarddosis: 1 DE O 
V08AA20;Kombinationen;Standarddosis: 1 DE O,P,R,U 
V08AB02;Iohexol;Standarddosis: 1 DE O,P 
V08AB03;Ioxaglinsäure;Standarddosis: 1 DE P 
V08AB04;Iopamidol;Standarddosis: 1 DE P 
V08AB05;Iopromid;Standarddosis: 1 DE O,P 
V08AB06;Iotrolan;Standarddosis: 1 DE O,P,U 
V08AB07;Ioversol;Standarddosis: 1 DE P 
V08AB08;Iopentol;Standarddosis: 1 DE P 
V08AB09;Iodixanol;Standarddosis: 1 DE P 
